platform,show_id,title,content_type,release_year,rating,duration_value,duration_unit,primary_genre,genres,country,date_added,director,description
Netflix,81012295,Weeds on Fire,Movie,2016,TV-14,95.0,min,Dramas,"Dramas, Independent Movies, International Movies",Hong Kong,"September 27, 2018",Chi Fat Chan,"In 1980s Hong Kong, a school principal forms a baseball team with an eclectic crew of local students who soon fight their way to the top of the league."
Netflix,80060037,Much Loved,Movie,2015,TV-MA,104.0,min,Dramas,"Dramas, Independent Movies, International Movies","France, Morocco","September 27, 2017",Nabil Ayouch,Four friends who make their living as prostitutes in Morocco deal with both the dangers and stigma that come with their profession.
Netflix,60003155,Joseph: King of Dreams,Movie,2000,TV-PG,75.0,min,Children & Family Movies,"Children & Family Movies, Dramas, Faith & Spirituality",United States,"September 27, 2011","Rob LaDuca, Robert C. Ramirez","With his gift of dream interpretation and his brilliantly colored coat, Joseph inspires jealousy in his brothers in this animated Bible story."
Netflix,81177238,Malaal,Movie,2019,TV-14,133.0,min,International Movies,"International Movies, Romantic Movies",India,"September 26, 2019",Mangesh Hadawale,"Class divides become thorns in the budding romance between the crony of a nativist Mumbai politician and the new, North Indian resident of his chawl."
Netflix,70270775,The Grandmaster,Movie,2013,PG-13,108.0,min,Action & Adventure,"Action & Adventure, Dramas, International Movies","Hong Kong, China","September 26, 2019",Wong Kar Wai,"As the Japanese invasion looms, Chinese kung fu master Ip Man's world changes when rival master Gong Er and her father arrive in his village."
Netflix,81025403,The Inmate,TV Show,2018,TV-MA,1.0,season,Crime TV Shows,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Mexico,"September 26, 2019",,A former Marine poses as an inmate inside a Mexican prison in order to infiltrate a gang suspected of kidnapping a U.S. judge's teen daughter.
Netflix,80215923,The Hurricane Heist,Movie,2018,PG-13,103.0,min,Action & Adventure,Action & Adventure,United States,"September 26, 2018",Rob Cohen,A deadly hurricane with mile-high waves provides the perfect cover for stealing $600 million from a U.S. Treasury outpost in Mississippi.
Netflix,80151483,Def Comedy Jam 25,Movie,2017,TV-MA,82.0,min,Stand-Up Comedy,Stand-Up Comedy,United States,"September 26, 2017",Louis J. Horvitz,"In this special live event, giants of stand-up come together to commemorate the 25th anniversary of Russell Simmons's groundbreaking ""Def Comedy Jam."""
Netflix,80173625,Restless Creature: Wendy Whelan,Movie,2016,TV-MA,94.0,min,Documentaries,Documentaries,United States,"September 26, 2017","Linda Saffire, Adam Schlesinger","After 30 years with the New York City Ballet, celebrated dancer Wendy Whelan redefines herself as an artist in a new stage of life."
Netflix,80005444,Print the Legend,Movie,2014,TV-14,100.0,min,Documentaries,Documentaries,United States,"September 26, 2014","Luis Lopez, Clay Tweel","This award-winning, original documentary chronicles the race for market leadership in 3D printing, the next wave of technological evolution."
Netflix,80244682,Birders,Movie,2019,TV-G,38.0,min,Documentaries,"Documentaries, International Movies","United States, Mexico","September 25, 2019",Otilia Portillo Padua,Bird watchers on both sides of the U.S.-Mexico border share their enthusiasm for protecting and preserving some of the world's most beautiful species.
Netflix,81075519,Furie,Movie,2019,TV-MA,97.0,min,Action & Adventure,"Action & Adventure, Dramas, International Movies",Vietnam,"September 25, 2019",Le Van Kiet,"When traffickers kidnap her daughter from their village, vengeful Hai Phuong returns to Saigon – and her outlaw roots – to take down the abductors."
Netflix,80166318,Leap!,Movie,2016,PG,89.0,min,Children & Family Movies,"Children & Family Movies, Comedies","France, Canada","September 25, 2019","Eric Summer, Éric Warin","Félicie and Victor, two young friends in 1880s France, escape from an orphanage to pursue their dreams in Paris, the glittering City of Lights."
Netflix,81186758,Oh! Baby (Malayalam),Movie,2019,TV-14,146.0,min,Comedies,"Comedies, International Movies, Music & Musicals",India,"September 25, 2019",B. V. Nandini Reddy,A surly septuagenarian gets another chance at her 20s after having her photo snapped at a studio that magically takes 50 years off her life.
Netflix,81186757,Oh! Baby (Tamil),Movie,2019,TV-14,146.0,min,Comedies,"Comedies, International Movies, Music & Musicals",India,"September 25, 2019",B. V. Nandini Reddy,A surly septuagenarian gets another chance at her 20s after having her photo snapped at a studio that magically takes 50 years off her life.
Netflix,80108976,USS Indianapolis: Men of Courage,Movie,2016,R,130.0,min,Action & Adventure,Action & Adventure,United States,"September 25, 2019",Mario Van Peebles,"After becoming stranded in the Philippine Sea during World War II, a tenacious Navy crew faces a dire lack of supplies and a string of shark attacks."
Netflix,80208155,A Wrinkle in Time,Movie,2018,PG,110.0,min,Children & Family Movies,Children & Family Movies,United States,"September 25, 2018",Ava DuVernay,"Years after their father disappears, Meg and her younger brother Charles Wallace cross galaxies on a quest to save him from the heart of darkness."
Netflix,80198423,Teach Us All,Movie,2017,TV-14,81.0,min,Documentaries,Documentaries,United States,"September 25, 2017",Sonia Lowman,"It's been decades since Brown v. Board of Education, yet American schools remain largely segregated. Some leaders are working to change that."
Netflix,80162144,White Island,Movie,2016,TV-MA,91.0,min,Comedies,"Comedies, Independent Movies, Thrillers",United Kingdom,"September 25, 2017",Benjamin Turner,"Returning to Ibiza after several years walking the straight and narrow in London, Connor falls back in with a criminal crowd. It's like he never left."
Netflix,81053953,Inside Man: Most Wanted,Movie,2019,R,106.0,min,Action & Adventure,Action & Adventure,United States,"September 24, 2019",Michael J. Bassett,A hotshot NYPD negotiator butts heads with the FBI and meets his match in a meticulous criminal mastermind as she attempts to rob the Federal Reserve.
Netflix,81074113,Jeff Dunham: Beside Himself,Movie,2019,TV-MA,58.0,min,Stand-Up Comedy,Stand-Up Comedy,United States,"September 24, 2019",Troy Miller,"Jeff Dunham takes the stage in Dallas with his old pals Peanut, Walter, José Jalapeño, Bubba J and Achmed to poke fun at himself and American culture."
Netflix,80992496,China Salesman,Movie,2017,TV-MA,111.0,min,Action & Adventure,"Action & Adventure, International Movies",China,"September 24, 2018",Tan Bing,A Chinese engineer travels to a war-torn African country to rebuild its telecommunications but instead finds massive corruption and explosive danger.
Netflix,70304191,Swearnet: The Movie,Movie,2014,NR,112.0,min,Comedies,"Comedies, International Movies",Canada,"September 24, 2017",Warren P. Sonoda,"After losing a TV network deal, the Trailer Park Boys launch their own Internet series, but they soon confront personal and creative differences."
Netflix,80103311,The Bar,Movie,2017,TV-MA,102.0,min,Comedies,"Comedies, Horror Movies, International Movies","Spain, Argentina","September 24, 2017",Álex de la Iglesia,Strangers holed up in a Madrid bar after witnessing a murder begin to turn on each other as panic sets in and the body count rises.
Netflix,81176200,Manmadhudu 2,Movie,2019,TV-MA,152.0,min,Comedies,"Comedies, Dramas, International Movies",India,"September 23, 2019",Rahul Ravindran,"Under pressure to marry, a perennial bachelor hires a much younger woman to act as his fiancée, but her bond with his family throws his plan for a loop."
Netflix,80238106,Team Kaylie,TV Show,2019,TV-PG,1.0,season,Kids' TV,"Kids' TV, TV Comedies",,"September 23, 2019",,"After a brush with the law, teen celebrity Kaylie Konrad swaps social stardom for court-ordered chaos as a middle school wilderness club leader."
Netflix,80208906,Under the Eiffel Tower,Movie,2018,TV-MA,87.0,min,Comedies,"Comedies, Independent Movies, Romantic Movies",United States,"September 23, 2019",Archie Borders,An American man in the midst of a mid-life crisis travels to the French countryside to find a new lease on life.
Netflix,80097321,Audrie & Daisy,Movie,2016,TV-14,99.0,min,Documentaries,Documentaries,United States,"September 23, 2016","Bonni Cohen, Jon Shenk","In this wrenching documentary, two teens are sexually assaulted by boys they considered friends, humiliated online and harassed by their communities."
Netflix,80106966,Iliza Shlesinger: Confirmed Kills,Movie,2016,TV-MA,78.0,min,Stand-Up Comedy,Stand-Up Comedy,United States,"September 23, 2016",Bobcat Goldthwait,"The stand-up sensation tackles TV's ""Shark Tank,"" what it means to be a woman and how to deal with the lawless party goblin that lives in us all."
Netflix,81004814,BONDING,TV Show,2019,TV-MA,1.0,season,TV Comedies,"TV Comedies, TV Dramas",United States,"September 22, 2019",,A New York City grad student moonlighting as a dominatrix enlists her gay BFF from high school to be her assistant.
Netflix,81080769,Do Paise Ki Dhoop Chaar Aane Ki Baarish,Movie,2009,TV-14,121.0,min,Dramas,"Dramas, Independent Movies, International Movies",India,"September 22, 2019",Deepti Naval,"When a sex worker hires a gay songwriter to care for her disabled son, the ensuing bonds that form offer a complex portrayal of love and family."
Netflix,70267838,20 Feet From Stardom,Movie,2013,PG-13,91.0,min,Documentaries,"Documentaries, Music & Musicals",United States,"September 22, 2018",Morgan Neville,"Winner of the 2014 Academy Award for Best Documentary Feature, this film takes a look at the world of backup vocalists and the legends they support."
Netflix,80211380,In Darkness,Movie,2018,TV-MA,101.0,min,Independent Movies,"Independent Movies, International Movies, Thrillers","United Kingdom, United States","September 22, 2018",Anthony Byrne,"A blind pianist fears for her life after the suspicious death of her neighbor, the daughter of a businessman accused of war crimes."
Netflix,80196586,Gaga: Five Foot Two,Movie,2017,TV-MA,101.0,min,Documentaries,"Documentaries, Music & Musicals",United States,"September 22, 2017",Chris Moukarbel,"Follow pop provocateur Lady Gaga as she releases a new album, preps for her Super Bowl halftime show, and confronts physical and emotional struggles."
Netflix,80099204,The Bad Batch,Movie,2016,R,119.0,min,Dramas,"Dramas, Independent Movies, Thrillers",United States,"September 22, 2017",Ana Lily Amirpour,"Banished to a wasteland of undesirables, a young woman struggles to find her feet among a drug-soaked desert society and an enclave of cannibals."
Netflix,80059432,SMOSH: The Movie,Movie,2015,PG-13,83.0,min,Comedies,Comedies,United States,"September 22, 2015",Alex Winter,"To keep his teen crush from spotting him in an embarrassing YouTube video, Anthony and his friend Ian must enter the virtual world and alter the clip."
Netflix,81172721,King of Boys,Movie,2018,TV-MA,182.0,min,Dramas,"Dramas, International Movies",Nigeria,"September 21, 2019",Kemi Adetiba,"When a powerful businesswoman’s political ambitions are threatened by her underworld connections, the ensuing power struggle could cost her everything."
Netflix,81172727,Merry Men: The Real Yoruba Demons,Movie,2018,TV-MA,106.0,min,Comedies,"Comedies, International Movies",Nigeria,"September 21, 2019",Toka McBaror,"Four of the richest bachelors in Abuja, Nigeria enjoy a life of fast cars, palatial homes and female attention while concealing their true activities."
Netflix,70153543,Sarah's Key,Movie,2010,PG-13,102.0,min,Dramas,"Dramas, International Movies",France,"September 21, 2019",Gilles Paquet-Brenner,"Paris, 1942: To protect her brother from the police arresting Jewish families, a young girl hides him away, promising to come back for him."
Netflix,81172728,The Wedding Party 2: Destination Dubai,Movie,2017,TV-14,98.0,min,Comedies,"Comedies, International Movies, Romantic Movies",Nigeria,"September 21, 2019",Niyi Akinmolayan,"In this sequel to the 2016 hit ""The Wedding Party,"" a couple's date night ends in an accidental proposal, sparking a series of chaotic family events."
Netflix,81095101,Vagabond,TV Show,2019,TV-MA,1.0,season,International TV Shows,"International TV Shows, Korean TV Shows, TV Action & Adventure",South Korea,"September 21, 2019",,"When his nephew dies in a plane crash, stunt man Cha Dal-geon resolves to find out what happened, with the help of covert operative Go Hae-ri."
